oid,expid,hjd,mjd,mag,magerr,catflags,filtercode,ra,dec,chi,sharp,filefracday,field,ccdid,qid,limitmag,magzp,magzprms,clrcoeff,clrcounc,exptime,airmass,programid
597110100003389,50847011,2458262.9686398618,58262.470115700002,15.5946379,0.0112566603,0,zg,341.41406469999998,20.276026000000002,0.56099999,-0.0189999994,20180524470116,597,0xa,0x1,21.5200005,26.1650639,0.028407244,-0.0335248746,1.05496047e-05,30,1.36300004,1
597110100003389,51546763,2458269.9667572249,58269.467638900001,15.5912142,0.0112511115,0,zg,341.41404390000002,20.2760049,0.927999973,-0.0170000009,20180531467616,597,0xa,0x1,20.0400009,26.1619034,0.0371857584,-0.0430740826,2.97918577e-05,30,1.26699996,1
597110100003389,51842329,2458272.9226727332,58272.423298599999,15.6028233,0.0112700053,0,zg,341.41405070000002,20.276010800000002,1.34500003,-0.0839999989,20180603423287,597,0xa,0x1,20.6000004,26.1477184,0.0340522639,-0.0602821633,1.89684815e-05,30,1.51300001,1
597110100003389,51947792,2458273.9773941906,58273.477928200002,15.5759087,0.0112265246,0,zg,341.41407450000003,20.276016200000001,0.72299999,-0.0419999994,20180604477917,597,0xa,0x1,20.5900002,26.2247334,0.0341071673,-0.0359861888,1.98640755e-05,30,1.176,3
597110100003389,52044215,2458274.9417029102,58274.442152800002,15.5569029,0.0111965099,0,zg,341.41405320000001,20.276006500000001,0.73299998,0.00200000009,20180605442141,597,0xa,0x1,20.3999996,25.9586487,0.0486139804,-0.0812954679,4.47644197e-05,30,1.33299994,3
597110100003389,52146511,2458275.9647552855,58275.465115699997,15.5660696,0.0112109175,0,zg,341.41405700000001,20.276008099999999,0.349000007,-0.00200000009,20180606465104,597,0xa,0x1,20.9200001,26.2440948,0.0304963272,-0.0764803141,1.34877564e-05,30,1.204,1
597110100003389,52146787,2458275.9675102308,58275.467870400003,15.5831575,0.0112381233,0,zg,341.41403700000001,20.276005099999999,0.773999989,-0.0280000009,20180606467859,597,0xa,0x1,20.8500004,26.2372417,0.0325595252,-0.0693482831,1.59683859e-05,30,1.19299996,3
597110100003389,52240114,2458276.9008673327,58276.401145800002,15.568799,0.0112152314,0,zg,341.4140385,20.276005099999999,1.30700004,-0.0219999999,20180607401134,597,0xa,0x1,20.8199997,26.1445026,0.0336906649,-0.0825822279,1.71750507e-05,30,1.62600005,3
597110100003389,52344622,2458277.9460401689,58277.4462269,15.5845346,0.0112403343,0,zg,341.4140428,20.2760158,1.37399995,-0.0930000022,20180608446204,597,0xa,0x1,21.1700001,26.1552544,0.0293325372,-0.0833490565,1.19676615e-05,30,1.26499999,3
597110100003389,52442512,2458278.9250265476,58278.425127299997,15.5865335,0.0112435529,0,zg,341.41405550000002,20.276019999999999,0.405000001,-0.00499999989,20180609425116,597,0xa,0x1,21.1399994,26.1942711,0.0287305843,-0.0738523081,1.11626387e-05,30,1.37199998,1
