sid,class_label,best_status,best_pass,best_frequency_per_day,baseline_days
9000000000010874493,dsct_flag0,candidate,low,0.9661197458482562,2771.809614188969
9000000000010874586,dsct_flag0,confirmed,low,0.033876785544362485,2771.809618035797
9000000000010875016,dsct_flag0,confirmed,low,0.0338767853556287,2771.8096334780566
9000000000010877746,dsct_flag0,confirmed,low,1.968880863497703,2771.8284540106542
9000000000010877999,dsct_flag0,confirmed,low,1.9688447803119793,2771.828462340869
9000000000010878882,dsct_flag0,confirmed,low,0.03398478662311382,2771.82849622285
9000000000010879703,dsct_flag0,candidate,low,4.587472454582164,2764.7468460178934
9000000000010880209,dsct_flag0,confirmed,low,2.0039447623151276,2764.7468653772958
9000000000010903065,dsct_flag0,confirmed,low,0.9661853498000089,2770.793409933336
9000000000010908054,dsct_flag0,confirmed,low,0.033841021749058064,2771.7839223518968
9000000000010908135,dsct_flag0,confirmed,low,0.03384102166237981,2771.7839294513687
9000000000010919650,dsct_flag0,confirmed,low,0.9661714214656334,2764.726776898373
9000000000010922494,dsct_flag0,confirmed,low,0.9661559902117844,2771.80913551338
9000000000010924454,dsct_flag0,confirmed,low,1.9688945105540379,2771.8092415547
9000000000010924562,dsct_flag0,confirmed,low,0.9661559509389509,2771.8092481833883
9000000000010927680,dsct_flag0,confirmed,low,0.9661198183589882,2771.809406154789
9000000000010931507,dsct_flag0,confirmed,low,0.033912863469703854,2771.80958440667
9000000000010931512,dsct_flag0,confirmed,low,0.033912863466986236,2771.8095846287906
9000000000010931800,dsct_flag0,confirmed,low,1.2476686725373913,2771.809596667066
9000000000010933222,dsct_flag0,confirmed,low,0.9965624236953972,2771.8283715303987
9000000000010933414,dsct_flag0,confirmed,low,1.0054735063116202,2771.828379868064
9000000000010933939,dsct_flag0,confirmed,low,0.03387655597118972,2771.8284019147977
9000000000010933943,dsct_flag0,confirmed,low,1.9688809011777793,2771.8284009639174
9000000000010934661,dsct_flag0,confirmed,low,1.968844800792085,2771.8284335080534
9000000000010935908,dsct_flag0,confirmed,low,2.0062929627552037,2771.828493264038
9000000000010961178,dsct_flag0,confirmed,low,0.03385311651012919,2770.793642350007
9000000000010965063,dsct_flag0,confirmed,low,0.9661647415484024,2771.784028992988
9000000000010969688,dsct_flag0,candidate,low,0.9661419663204923,2764.8110661967658
9000000000010971642,dsct_flag0,candidate,low,1.0012980302023498,2764.811191569548
9000000000010972937,dsct_flag0,confirmed,low,0.033926933752949244,2764.7650295495987
9000000000010973312,dsct_flag0,confirmed,low,1.9688833918278024,2764.7650554594584
9000000000010974902,dsct_flag0,confirmed,low,0.995903119044044,2764.7267563967034
9000000000010979359,dsct_flag0,confirmed,low,0.03384071298457102,2771.80921225762
9000000000010979484,dsct_flag0,confirmed,low,0.966119883437684,2771.8092194432393
9000000000010983198,dsct_flag0,confirmed,low,1.9688583080654523,2771.8094174903817
9000000000010983245,dsct_flag0,confirmed,low,0.03384071045218658,2771.80941967899
9000000000010983613,dsct_flag0,confirmed,high,880.3602547802366,2141.12237199815
9000000000010988508,dsct_flag0,candidate,low,3.006643584314164,2771.8283748291433
9000000000010989811,dsct_flag0,confirmed,low,0.03384047831206927,2771.828433835879
9000000000010989905,dsct_flag0,confirmed,low,1.9688447974861214,2771.828438162338
9000000000011017115,dsct_flag0,confirmed,low,0.03384102244830585,2771.7838650792837
9000000000011018071,dsct_flag0,confirmed,low,0.03387709937550939,2771.783940507099
9000000000011027644,dsct_flag0,confirmed,low,1.968847204188249,2764.7650810182095
9000000000011029588,dsct_flag0,confirmed,low,0.9661714142497854,2764.7267975467257
9000000000011031824,dsct_flag0,confirmed,low,0.6668929643145819,2771.8091191737913
9000000000011033395,dsct_flag0,confirmed,low,0.033840712999415094,2771.8092110417783
9000000000011033663,dsct_flag0,confirmed,low,1.9688945216937908,2771.809225872159
9000000000011036565,dsct_flag0,candidate,low,0.9661198272951355,2771.8093805168755
9000000000011037223,dsct_flag0,confirmed,low,1.9688943892386424,2771.809412342496
9000000000011043237,dsct_flag0,confirmed,low,1.0039221777439145,2771.8283963538706
9000000000011043583,dsct_flag0,confirmed,low,5.492475630626787,2771.828411055263
9000000000011068584,dsct_flag0,confirmed,low,0.966149217981876,2770.7935277242213
9000000000011072635,dsct_flag0,confirmed,low,0.03384102152009921,2771.783941105008
9000000000011073754,dsct_flag0,confirmed,low,0.9661647427393166,2771.7840255764313
9000000000011074630,dsct_flag0,confirmed,low,0.033877097457255305,2771.7840974563733
9000000000011075124,dsct_flag0,confirmed,low,4.93476773844084,2770.667379843071
9000000000011085540,dsct_flag0,confirmed,low,1.9688382272747433,2764.7268955837935
9000000000011086022,dsct_flag0,confirmed,low,2.2835561074127027,2212.076148951426
9000000000011086240,dsct_flag0,candidate,low,0.9660838402074827,2771.809121064376
9000000000011087179,dsct_flag0,confirmed,low,0.9661198973785752,2771.80917944666
9000000000011087311,dsct_flag0,confirmed,low,0.03387679081430546,2771.809186847415
9000000000011087693,dsct_flag0,confirmed,low,1.968858456607639,2771.8092083688825
9000000000011090628,dsct_flag0,confirmed,low,4.8806386727988205,2771.80936900666
9000000000011097448,dsct_flag0,confirmed,high,988.6216487090423,2024.6568202297203
9000000000011099489,dsct_flag0,candidate,high,1060.8120408810616,2764.746826786548
9000000000011122763,dsct_flag0,candidate,low,4.00820183167618,2770.793604311999
9000000000011125666,dsct_flag0,confirmed,low,0.033853113704641405,2770.7938719722442
9000000000011126716,dsct_flag0,confirmed,low,2.0077060995964824,2770.7740695304237
9000000000011128745,dsct_flag0,confirmed,low,0.9661564104233661,2771.8079299670644
9000000000011133541,dsct_flag0,confirmed,low,0.006365821461021103,2764.76494161319
9000000000011134101,dsct_flag0,confirmed,low,9.892703453351084,2764.764973394107
9000000000011135893,dsct_flag0,confirmed,low,0.9661580297765243,2764.765098125674
9000000000011139816,dsct_flag0,candidate,low,23.688070335342562,2771.6989636779763
9000000000011140381,dsct_flag0,confirmed,low,0.033912868561001924,2771.8091682782397
9000000000011141134,dsct_flag0,confirmed,low,0.03381889016851835,2764.7270366973244
9000000000011143573,dsct_flag0,confirmed,low,0.9662074557575958,2764.7271650428884
9000000000011144713,dsct_flag0,candidate,low,1.0012922684110312,2764.72723033512
9000000000011145255,dsct_flag0,candidate,high,1055.8766031987418,2141.12239113776
9000000000011176201,dsct_flag0,candidate,low,4.008201831998171,2770.793604089413
9000000000011182630,dsct_flag0,confirmed,low,0.9972913103753419,2771.807967483066
9000000000011187754,dsct_flag0,confirmed,low,0.9661580585634492,2764.765015748795
9000000000011191644,dsct_flag0,confirmed,low,0.03389076114730263,2764.765287883114
9000000000011197687,dsct_flag0,confirmed,low,0.9661558943474587,2771.80941053899
9000000000011199166,dsct_flag0,candidate,low,0.001479178141055739,2771.8094840650447
9000000000011199467,dsct_flag0,candidate,low,4.238422593127975,2771.809497959912
9000000000011200509,dsct_flag0,confirmed,low,0.03387678638750659,2771.8095490494743
9000000000011241236,dsct_flag0,candidate,low,0.9991084215004272,2764.76500503486
9000000000011242284,dsct_flag0,confirmed,low,0.7716749665286653,2764.765079263132
9000000000011243691,dsct_flag0,confirmed,low,0.9661941717559633,2764.7651766985655
9000000000011245422,dsct_flag0,candidate,low,0.967640909156809,2764.765291218646
9000000000011251058,dsct_flag0,confirmed,low,0.033876788435366824,2771.8093814929016
9000000000011253031,dsct_flag0,candidate,low,1.9689304194410004,2771.809478950221
9000000000011259889,dsct_flag0,confirmed,low,1.9786983562739036,2764.74682593951
9000000000011287360,dsct_flag0,confirmed,low,0.03387709792141511,2771.784059479367
9000000000011288249,dsct_flag0,confirmed,low,0.03384101915888171,2771.7841345029883
9000000000011289252,dsct_flag0,confirmed,low,0.0338768056923177,2771.807969524525
9000000000011299145,dsct_flag0,confirmed,low,0.9661559957304362,2771.8091196808964
9000000000011300012,dsct_flag0,confirmed,low,0.033912868509338535,2771.809172500856
9000000000011303591,dsct_flag0,confirmed,low,0.03391286609631459,2771.809369725175
9000000000011304269,dsct_flag0,confirmed,low,0.9661919733708614,2771.8094062162563
9000000000011305793,dsct_flag0,confirmed,low,0.033840709676974584,2771.8094831747003
9000000000011305939,dsct_flag0,candidate,low,0.2957273951390041,2771.809488988016
9000000000011347735,dsct_flag0,confirmed,low,1.9688834167913176,2764.7650204049423
9000000000011350238,dsct_flag0,confirmed,low,0.9661579956241614,2764.7651958563365
9000000000011360622,dsct_flag0,confirmed,low,1.9689303668035754,2771.809553051833
9000000000011361146,dsct_flag0,confirmed,low,0.9661558362839542,2771.809577117674
9000000000011390853,dsct_flag0,confirmed,low,0.03387710025965268,2771.7838681675494
9000000000011390888,dsct_flag0,confirmed,low,0.9660926407371335,2771.783871531021
9000000000011393668,dsct_flag0,confirmed,low,1.968840215469142,2771.7840976240113
9000000000011394067,dsct_flag0,confirmed,low,0.9972998857952883,2771.78413371183
9000000000011395887,dsct_flag0,confirmed,low,0.03384072743151329,2771.808028944768
9000000000011397593,dsct_flag0,candidate,low,0.3540507536777183,2764.857834171038
9000000000011400645,dsct_flag0,confirmed,low,0.966121875556453,2764.765054576099
9000000000011401700,dsct_flag0,confirmed,low,0.9661218501750569,2764.765127210412
9000000000011402528,dsct_flag0,confirmed,low,1.9688471310814724,2764.765183678828
9000000000011402910,dsct_flag0,confirmed,low,0.9660856520715428,2764.7652092468925
9000000000011403775,dsct_flag0,confirmed,low,1.968847072825394,2764.765265485272
9000000000011404125,dsct_flag0,confirmed,low,1.9688108862331373,2764.7652895776555
9000000000011407833,dsct_flag0,confirmed,low,0.03384071213917503,2771.809281501919
9000000000011411442,dsct_flag0,confirmed,low,5.011022630283729,2771.809473790694
9000000000011415453,dsct_flag0,confirmed,low,0.9662214393783949,2771.828372720629
9000000000011415997,dsct_flag0,confirmed,low,0.9662214306243074,2771.828397833742
9000000000011416536,dsct_flag0,confirmed,low,0.9662574979348685,2771.828426402062
9000000000011441652,dsct_flag0,confirmed,low,0.03388920683319098,2770.7936766473576
9000000000011443084,dsct_flag0,confirmed,low,0.033877100437860935,2771.783853586763
9000000000011446171,dsct_flag0,confirmed,low,0.033877097441638186,2771.784098734148
9000000000011447443,dsct_flag0,confirmed,low,0.03387680583008067,2771.807958252728
9000000000011453863,dsct_flag0,confirmed,low,0.9661218551689666,2764.7651129192673
9000000000011454265,dsct_flag0,candidate,low,0.033854593510714945,2764.7651409660466
9000000000011455347,dsct_flag0,confirmed,low,2.9248776503435296,2764.7652198546566
9000000000011456064,dsct_flag0,confirmed,low,1.9688470717576185,2764.765266984701
9000000000011457608,dsct_flag0,confirmed,low,1.9687502744837695,2771.809137362987
9000000000011461139,dsct_flag0,confirmed,low,0.6947086776852616,2771.809338003397
9000000000011463497,dsct_flag0,candidate,low,0.033912864944354665,2771.809463878628
9000000000011463609,dsct_flag0,confirmed,low,0.29493369196903846,2771.8094685696997
9000000000011465121,dsct_flag0,candidate,low,0.9959197992039773,2771.809539489448
9000000000011465386,dsct_flag0,confirmed,low,0.03391286387361022,2771.809551394079
9000000000011466960,dsct_flag0,confirmed,low,0.631965541842201,2771.828341927845
9000000000011467819,dsct_flag0,confirmed,low,0.9322366475469979,2771.8283837041818
9000000000011468301,dsct_flag0,confirmed,low,0.9662575046684463,2771.8284070859663
9000000000011498051,dsct_flag0,confirmed,low,0.03384101958038493,2771.784099979326
9000000000011501520,dsct_flag0,candidate,low,6.357361304353811,2764.857801610604
9000000000011506287,dsct_flag0,candidate,low,2.0709173143504214,2764.765140705742
9000000000011506433,dsct_flag0,confirmed,low,0.03392693226776789,2764.765150579624
9000000000011508373,dsct_flag0,confirmed,low,1.968847065669312,2764.7652755342424
9000000000011517279,dsct_flag0,confirmed,low,0.03391286416386059,2771.8095276709646
9000000000011549175,dsct_flag0,confirmed,low,4.180937466477225,2141.1226720744744
9000000000011559115,dsct_flag0,confirmed,low,3.2264222545932153,2764.7652092967182
9000000000011563280,dsct_flag0,candidate,low,5.595695322426753,2771.8092401917093
9000000000011563895,dsct_flag0,confirmed,low,0.3156422083879107,2771.8092724937014
9000000000011603102,dsct_flag0,confirmed,low,0.992125821905885,2770.8179137189873
9000000000011657064,dsct_flag0,candidate,low,0.47058477136998217,2764.8578516729176
9000000000011667767,dsct_flag0,candidate,low,0.9991102835096214,2764.759852432646
9000000000011672504,dsct_flag0,candidate,low,1.005581767202791,2771.828299704939
9000000000011706296,dsct_flag0,confirmed,low,0.03384084209609868,2771.798637091648
9000000000011718053,dsct_flag0,candidate,low,0.036314185342545595,2764.759805374779
9000000000011718578,dsct_flag0,confirmed,low,0.9659033832155842,2771.80932018999
9000000000011723998,dsct_flag0,confirmed,low,0.966113231006203,2771.8283054782078
9000000000011751814,dsct_flag0,confirmed,low,0.03946916671429212,2771.7838785885833
9000000000011761033,dsct_flag0,confirmed,low,1.9688895096609544,2764.858044744935
9000000000011761070,dsct_flag0,confirmed,low,0.03385345590645038,2764.8580475402996
9000000000011763807,dsct_flag0,confirmed,low,1.9688832510334406,2764.765253167134
9000000000011763910,dsct_flag0,confirmed,low,1.9688832456281453,2764.7652607574128
9000000000011767325,dsct_flag0,confirmed,low,0.9661920328368698,2771.8092356203124
9000000000011769205,dsct_flag0,confirmed,low,0.9658672999495862,2771.809336686041
9000000000011769291,dsct_flag0,confirmed,low,0.9658312207507076,2771.8093415112235
9000000000011770299,dsct_flag0,candidate,low,0.0016595657711560396,2771.809397343546
9000000000011770482,dsct_flag0,confirmed,low,0.003643829180777672,2771.80940678576
9000000000011774303,dsct_flag0,confirmed,low,0.9661132289819352,2771.8283112859353
9000000000011802766,dsct_flag0,confirmed,low,0.9685819959450787,2771.7839183872566
9000000000011804039,dsct_flag0,confirmed,low,0.9661647441061815,2771.7840216550976
9000000000011807411,dsct_flag0,confirmed,low,1.9689020550548268,2771.7986204489134
9000000000011808254,dsct_flag0,confirmed,low,3.3299361831716636,2764.857791127637
9000000000011809378,dsct_flag0,confirmed,low,1.9688896344445523,2764.85786951473
9000000000011811178,dsct_flag0,confirmed,low,2.697462229320171,2764.857990941964
9000000000011818787,dsct_flag0,confirmed,low,8.439830356219469,2771.809267796576
9000000000011820766,dsct_flag0,candidate,low,0.9663723719981003,2771.8093745391816
9000000000011820820,dsct_flag0,candidate,low,1.0038929886529688,2771.809377545025
9000000000011861420,dsct_flag0,confirmed,low,0.03385345645627728,2764.8580026351847
9000000000011867144,dsct_flag0,confirmed,low,0.9688617917552176,2771.8091711872257
9000000000011868778,dsct_flag0,confirmed,low,1.3456553627601093,2771.809263517149
9000000000011869244,dsct_flag0,confirmed,low,0.9632336584276442,2771.8092870200053
9000000000011874251,dsct_flag0,confirmed,low,0.9661558472060118,2771.809545783326
9000000000011905866,dsct_flag0,confirmed,low,0.0338770971195464,2771.784125087317
9000000000011905998,dsct_flag0,confirmed,low,0.03384101912098912,2771.784137606621
9000000000011908476,dsct_flag0,confirmed,low,0.9971469610484456,2771.808076408226
9000000000011909877,dsct_flag0,confirmed,low,1.9688534655283896,2764.8578704860993
9000000000011913365,dsct_flag0,confirmed,low,0.9661255263010107,2764.8581134453416
9000000000011919126,dsct_flag0,confirmed,low,1.763324790519995,2771.8092697821558
9000000000011919714,dsct_flag0,confirmed,low,3.9275429177256314,2771.8093036916107
9000000000011920842,dsct_flag0,confirmed,low,0.9964249466709237,2771.8093663025647
9000000000011922480,dsct_flag0,confirmed,low,1.9688582824922576,2771.809453492984
9000000000011923396,dsct_flag0,confirmed,low,0.03384070942792844,2771.8095035734586
9000000000011923961,dsct_flag0,confirmed,low,0.03387678660977332,2771.8095308635384
9000000000011924100,dsct_flag0,confirmed,low,0.03387678652645317,2771.8095376808196
9000000000011955601,dsct_flag0,confirmed,low,0.033841019054243575,2771.7841430734843
9000000000011958305,dsct_flag0,confirmed,low,0.9972664790846594,2764.8577966149896
9000000000011966526,dsct_flag0,confirmed,low,0.03387679113313601,2771.809160760604
9000000000011971449,dsct_flag0,confirmed,low,0.1930196371781351,1077.0924815703183
9000000000011973794,dsct_flag0,confirmed,low,0.033876786360120204,2771.8095512902364
9000000000011973805,dsct_flag0,confirmed,low,0.03387678636474721,2771.809550911654
9000000000011974247,dsct_flag0,confirmed,low,0.00858639047621901,2771.82828639308
9000000000012009044,dsct_flag0,confirmed,low,0.9915880444442232,2764.857861448545
9000000000012016662,dsct_flag0,confirmed,low,0.033912868345130104,2771.809185922146
9000000000012016664,dsct_flag0,confirmed,low,0.033876790828932024,2771.8091856506653
9000000000012017279,dsct_flag0,confirmed,low,1.9688584486232705,2771.8092196094804
9000000000012018482,dsct_flag0,confirmed,low,0.7604058506651572,2771.8092886270024
9000000000012019563,dsct_flag0,confirmed,low,2.7164927487510817,2771.8093499280512
9000000000012023556,dsct_flag0,candidate,low,0.008586390521672042,2771.8282717200927
9000000000012023938,dsct_flag0,confirmed,low,0.9984023932268605,2771.828291652724
9000000000012055158,dsct_flag0,confirmed,low,2.000131423392365,2770.8179248543456
9000000000012060326,dsct_flag0,candidate,low,1.0056212500732895,2764.8580415314063
9000000000012062381,dsct_flag0,candidate,low,1.9688471104817047,2764.765212606173
9000000000012066210,dsct_flag0,confirmed,low,0.033840712979403165,2771.809212680906
9000000000012066844,dsct_flag0,confirmed,low,2.7649810345654067,2771.809247221332
9000000000012067876,dsct_flag0,confirmed,low,1.3575609226143008,2771.8093069102615
9000000000012068538,dsct_flag0,candidate,low,11.682224855268549,2771.809342926368
9000000000012071083,dsct_flag0,confirmed,low,0.03387678726614716,2771.809477158822
9000000000012104253,dsct_flag0,candidate,low,2.0001746440118175,2771.807960168924
9000000000012107195,dsct_flag0,confirmed,low,2.001585702268702,2764.8578792940825
9000000000012115507,dsct_flag0,candidate,low,8.970923401357021,2771.699064584449
9000000000012154192,dsct_flag0,confirmed,high,958.4714825220137,2771.8080738103017
9000000000012158992,dsct_flag0,candidate,low,2.9770062801464046,2764.8581243823282
9000000000012164713,dsct_flag0,confirmed,low,0.06840297512033745,2771.809262191411
9000000000012165037,dsct_flag0,confirmed,low,0.9661920179729642,2771.809278261848
9000000000012217615,dsct_flag0,confirmed,low,0.9661558734335589,2771.8094705389813
9000000000012252251,dsct_flag0,confirmed,low,0.03380465019131692,2771.808004807215
9000000000012257255,dsct_flag0,candidate,low,1.9375316451270173,2764.858067465946
9000000000012258298,dsct_flag0,candidate,low,1.0014256987114287,2764.8581453049555
9000000000012300949,dsct_flag0,candidate,low,4.005147621849459,2771.8079452146776
9000000000012301086,dsct_flag0,confirmed,low,0.033840728289843906,2771.8079586410895
9000000000012301502,dsct_flag0,confirmed,low,0.033876805371335576,2771.807995787356
9000000000012303348,dsct_flag0,candidate,low,1.0013534703321543,2764.8578469315544
9000000000012314254,dsct_flag0,confirmed,low,1.9688222809108336,2771.8093465883285
9000000000012350399,dsct_flag0,confirmed,low,0.7729611968927511,2771.8079621754587
9000000000012367754,dsct_flag0,candidate,low,0.9984811465790923,2771.8099730596878
9000000000012367993,dsct_flag0,candidate,low,2.00125550769184,2771.8099856213666
9000000000012417572,dsct_flag0,confirmed,low,0.03387678213595432,2771.8098969128914
9000000000012453980,dsct_flag0,candidate,low,1.0010072886666985,2771.8079892261885
9000000000012457741,dsct_flag0,confirmed,high,964.4795612846904,2764.857958686538
9000000000012470350,dsct_flag0,confirmed,low,0.03384070429843496,2771.809923717752
9000000000012505621,dsct_flag0,confirmed,high,550.1663389306511,2743.764458467718
9000000000012554510,dsct_flag0,candidate,low,0.001202727123570811,2743.7645126041025
9000000000012601798,dsct_flag0,confirmed,high,1432.4472328969196,2743.764629400801
9000000000012647397,dsct_flag0,confirmed,low,2.00017152268663,2743.7646910543554
9000000000012885346,dsct_flag0,confirmed,low,0.9661907484309229,2743.7646285737865
9000000000012934846,dsct_flag0,confirmed,low,2.724067507279934,2743.764602024574
